instruction,input,output,section,source
Summarize the following tenancy law clause.,and consequences (b) to do essential repairs on behalf of the landlord;,and consequences (b) to do essential repairs on behalf of the landlord;,Unknown,Model-Tenancy-Act-English-02_06_2021.pdf
Identify the legal topic of the following clause.,and consequences (b) to do essential repairs on behalf of the landlord;,tenancy law,Unknown,Model-Tenancy-Act-English-02_06_2021.pdf
Explain the following tenancy law clause in simple terms.,"restoration of supply of essential services immediately on service of such order upon the landlord or property manager, as the case may be, pending the inquiry referred to in sub-section (3).","restoration of supply of essential services immediately on service of such order upon the landlord or property manager, as the case may be, pending the inquiry referred to in sub-section (3).",Unknown,Model-Tenancy-Act-English-02_06_2021.pdf
Summarize the following tenancy law clause.,"restoration of supply of essential services immediately on service of such order upon the landlord or property manager, as the case may be, pending the inquiry referred to in sub-section (3).","restoration of supply of essential services immediately on service of such order upon the landlord or property manager, as the case may be, pending the inquiry referred to in sub-section (3).",Unknown,Model-Tenancy-Act-English-02_06_2021.pdf
Identify the legal topic of the following clause.,"restoration of supply of essential services immediately on service of such order upon the landlord or property manager, as the case may be, pending the inquiry referred to in sub-section (3).",tenancy law,Unknown,Model-Tenancy-Act-English-02_06_2021.pdf
Simplify the following tenancy law provision.,"Explanation.–– For the purposes of this clause, “misuse of premises” means encroachment of additional space by the tenant or use of premises which causes public nuisance or causes damage to the property or is detrimental to the interest of the landlord or for immoral or illegal purposes;","Explanation.–– For the purposes of this clause, “misuse of premises” means encroachment of additional space by the tenant or use of premises which causes public nuisance or causes damage to the property or is detrimental to the interest of the landlord or for immoral or illegal purposes;",Unknown,Model-Tenancy-Act-English-02_06_2021.pdf
Provide a short summary of this legal provision.,"Explanation.–– For the purposes of this clause, “misuse of premises” means encroachment of additional space by the tenant or use of premises which causes public nuisance or causes damage to the property or is detrimental to the interest of the landlord or for immoral or illegal purposes;","Explanation.–– For the purposes of this clause, “misuse of premises” means encroachment of additional space by the tenant or use of premises which causes public nuisance or causes damage to the property or is detrimental to the interest of the landlord or for immoral or illegal purposes;",Unknown,Model-Tenancy-Act-English-02_06_2021.pdf
Identify the legal topic of the following clause.,"Explanation.–– For the purposes of this clause, “misuse of premises” means encroachment of additional space by the tenant or use of premises which causes public nuisance or causes damage to the property or is detrimental to the interest of the landlord or for immoral or illegal purposes;",tenancy law,Unknown,Model-Tenancy-Act-English-02_06_2021.pdf
Explain the following tenancy law clause in simple terms.,and (ii) in cases where the tenant has been evicted under the orders of a Rent Court;,and (ii) in cases where the tenant has been evicted under the orders of a Rent Court;,Unknown,Model-Tenancy-Act-English-02_06_2021.pdf
Summarize the following tenancy law clause.,and (ii) in cases where the tenant has been evicted under the orders of a Rent Court;,and (ii) in cases where the tenant has been evicted under the orders of a Rent Court;,Unknown,Model-Tenancy-Act-English-02_06_2021.pdf
Identify the legal topic of the following clause.,and (ii) in cases where the tenant has been evicted under the orders of a Rent Court;,tenancy law,Unknown,Model-Tenancy-Act-English-02_06_2021.pdf
Explain the following tenancy law clause in simple terms.,"Explanation.–– For the purposes of this clause, the expression “competent authority” means the Municipal Corporation or the Municipality or the Development Authority or any other authority, as the case may be, which provides permission on matters relating to repair or redevelopment or demolition of building or permission for change in land use: (g) that the tenant has given written notice to vacate the premises let out on rent and in consequence of that notice the landlord has contracted to sell the said premises or has taken any other step, as a result of which his interests would seriously suffer if he is not put in possession of that premises;","Explanation.–– For the purposes of this clause, the expression “competent authority” means the Municipal Corporation or the Municipality or the Development Authority or any other authority, as the case may be, which provides permission on matters relating to repair or redevelopment or demolition of building or permission for change in land use: (g) that the tenant has given written notice to vacate the premises let out on rent and in consequence of that notice the landlord has contracted to sell the said premises or has taken any other step, as a result of which his interests would seriously suffer if he is not put in possession of that premises;",Unknown,Model-Tenancy-Act-English-02_06_2021.pdf
