question,answer,source
Simplify this clause,To use or permit to be used the buildings and structures to be constructed on the demised premises for any and all lawful purposes as may be permitted by the authorities from time to time.,PDF:docum.pdf
Simplify this clause,the Lessor now has in himself good right full power and absolute authority to demise unto the Lessee the demised premises and the buildings and structures standing thereon In the manner herein appearing………..,PDF:docum.pdf
Simplify this clause,"that on the Lessee paying the said monthly ground rent on the due dates thereof and in the manner herein provided and observing and performing the covenants,conditions, and stipulations herein contained and on his part to be observed and performed shall and may peaceably and quietly hold, possess and enjoy the demised premises together with the buildings and structures standing thereon during the term hereby created without any eviction, interruption, disturbance, claim and demand whatsoever by the Lessor or any person or persons lawfully or equitably claiming by, from, under or in trust for him.",PDF:docum.pdf
Simplify this clause,It is hereby agreed and declared that these presents are granted on the express condition that if the said monthly ground rent or any part thereof payable in the manner hereinbefore mentioned shall be an arrears for the space of ......,PDF:docum.pdf
Simplify this clause,"months after the same shall have become due and payable on any of the said days wherein the same ought to be paid as aforesaid whether the same shall or shall not be legally demanded or If any of the covenants and stipulations herein contained and on the part of the Lessee to be observed and performed shall not be so observed and performed by the Lessee or If the Lessee shall raise an objection to the amount of the monthly ground rent hereby fixed for any reason whatsoever then and in such event it shall be lawful for the Lessor or any person or persons duly authorised by him in that behalf at any time hereafter to enter into and upon the land and premises and the buildings and structures constructed or to he constructed thereon or any part or parts thereof in the name of the whole and the same to have, possess and enjoy and thereupon this demise shall absolutely",PDF:docum.pdf
Simplify this clause,"determine but without prejudice to the right of action of the Lessor in respect of any breach of any of the covenants by the Lessee herein contained PROVIDED ALWAYS that, no re-entry shall be made under the foregoing power for breach of the covenants and stipulations herein contained and on the part of the Lessee to be observed and performed (save and except the covenant for payment of rent) unless and until the Lessor shall have given to the Lessee a notice in writing specifying the covenants and conditions or stipulations which require to be complied with or carried out and the Lessee shall have failed to comply with or carry out the same within .....",PDF:docum.pdf
Simplify this clause,"The Lessee shall not be entitled, without obtaining In writing the permission of the Lessor, to assign mortgage, sublet (except to the extent of creating monthly tenancies) or otherwise part with possession of the demised premises or any of them or any part thereof and the buildings and structure standing thereon though such permission shall not be unreasonably withheld.",PDF:docum.pdf
Simplify this clause,Documents Required for Lease Deed (for a term of years) Rent Agreement There are no specific documents required for the drafting and execution of an agreement for rent/lease.,PDF:docum.pdf
Simplify this clause,Documents evidencing the landlord's clear title of the property in question should also be examined.,PDF:docum.pdf
Simplify this clause,Procedure for Lease Deed (for a term of years) Rent Agreement No set procedure is applicable in the making of a rent/lease agreement.,PDF:docum.pdf
Simplify this clause,The agreement for rent/lease must be printed on stamp paper/e-stamp paper of proper value,PDF:docum.pdf
Simplify this clause,"If the rent period is of more than 11 months, the agreement is mandatorily required to be registered according to state laws.",PDF:docum.pdf
Simplify this clause,"Legal Considerations for Lease Deed (for a term of years) Rent Agreement A rent or lease agreement is required to be printed on stamp paper of correct value, as per laws in different States.",PDF:docum.pdf
Simplify this clause,"If the lease agreement is up to 11 months, it does not mandatorily need registration.",PDF:docum.pdf
Simplify this clause,"However, a rent agreement more than 11 months is required to be registered.",PDF:docum.pdf
Simplify this clause,How can a lawyer help to draft Lease Deed (for a term of years) Rent Agreement?,PDF:docum.pdf
Simplify this clause,One of the first and the most important steps that you must undertake is to hire a good documentation lawyer as he/she is aware of the nitty gritty of the legal procedures and necessary requirements involved in drafting of rent/lease agreements.,PDF:docum.pdf
Simplify this clause,"Even if you have received a rent/lease agreement from the other party, it is the best step to hire a lawyer to proofread / vet the agreement before signing, in order to ensure that the terms and conditions stated in agreement are not against your interests or that it is not a one-sided agreement.",PDF:docum.pdf
Simplify this clause,and their respective sons and grandsons are living separate at different Towns/Cities and earning in their own way independently and have their respective properties 4.,PDF:docum.pdf
Simplify this clause,The Settlers have therefore proposed to dedicate the said house and premises to the said Deity and to continue to worship the same and with these objects they have decided to create a private Trust of the said property.,PDF:docum.pdf
Simplify this clause,NOW this Deed witnesseth that pursuant to the said desire of the settlers and in the premises aforesaid the settlers do and each of them doth hereby grant and transfer the said house with the land appurtenant thereto situate at...........,PDF:docum.pdf
Simplify this clause,"and more particularly described in the Schedule hereunder written and all the rights liberties, privileges and easements appurtenant to the said house and the land and all the estate right, title and interest of the settlers in or to the said property hereby granted unto the Trustees and also transfer the Fund of Rs............",PDF:docum.pdf
Simplify this clause,The Trustees shall not make any substantial changes in the house or additions thereto except with the consent of all the major members of the different branches of the said family for the time being.,PDF:docum.pdf
Simplify this clause,"It is a Legal document wherein all rights and responsibilities, along with filiation, from the biological parent or parents is transferred to adopted parents.",PDF:docum.pdf
Simplify this clause,"Apart from this, the will of the adoptive parents to adopt the child should be stated in clear words.",PDF:docum.pdf
Simplify this clause,"The fact of transfer of legal rights and liabilities of the adopted child to the adoptive parents is also to be stated, along with the duty of maintenance of the child by the adoptive parents.",PDF:docum.pdf
Simplify this clause,adoptive parents and natural parents- as the case may be) and the witnesses.,PDF:docum.pdf
Simplify this clause,"It is expressly agreed by and between the parties hereto of the first three parts that they shall not claim any rights under the said will, save as hereinabove provided and they shall release and indemnity the executor from and against all actions, proceedings, claims and demands in respect of the assent and transfers hereinbefore agreed to be made.",PDF:docum.pdf
Simplify this clause,"A legal notice for partition is required in most scenarios, but more so when one or more than one member of joint undivided property sells, gifts, mortgages, leases out or dispose of such property in any way without written consent of other co-owners.",PDF:docum.pdf
Simplify this clause,"AGREEMENT made at..........this ____ day of _______ 20____ BETWEEN ------------------ situated at ----------------- (hereinafter referred to as ""the Centre"") of the One Part AND -------------- a Company incorporated under _______________________ and having its corporate / registered office at ____________________________a Company hereinafter called ""the Client"") (which expression should include its successors and assigns) of the Other Part; AND WHEREAS the Centre is a member of ________________ Society, having its registered address at____________ and hereinafter referred to as the ""said Society"" and is in possession, use and occupation of the premises _________________, hereinafter referred to as the ""said Premises"".",PDF:docum.pdf
Simplify this clause,AND WHEREAS the Centre is carrying on the business of providing office services in the name and style of ------------------- at the said premises --------------------------------- and for that purpose has made arrangements to render office facilities and services to persons who require such facilities for their business temporarily and on contract; AND WHEREAS the client is carrying on the business of ______________ and is desirous of availing certain office facilities to enable it to more conveniently carry on it's said business.,PDF:docum.pdf
Simplify this clause,"The Centre hereby agrees to grant to the Client certain office facilities in the said premises as set out herein to more conveniently carry on its said business in the name and style of --------- --------------- and as incidental to such office services the Centre has permitted the Client to use until otherwise decided, a portion of the said premises and also to make available other ancillary office facilities, amenities, conveniences and services therein.",PDF:docum.pdf
Simplify this clause,"to occupy and use a portion of the Business Centre at the said premises for itself, its bonafide employees and visitors, for the purpose of carrying on the client's said business ii.",PDF:docum.pdf
Simplify this clause,not to allow or permit any outsiders to use the premises or any part thereof.,PDF:docum.pdf
Simplify this clause,h.Not to do or suffer to be done anything in or around the said premises which is or is likely to cause prejudice to the rights and entitlements of the Centre as the member of the Society.,PDF:docum.pdf
Simplify this clause,"Not to make any structural or other alterations, modifications or additions in the said premises, except with the prior written consent of the Centre which shall not be unreasonably withheld.",PDF:docum.pdf
Simplify this clause,"Not to alter or change the original colour on the outer or inner wall of the said premises, except with the written consent of the Centre.",PDF:docum.pdf
Simplify this clause,"The Client shall also be liable to pay for the telephone rentals and the telephone calls made by the Client, electricity consumed by the Client and also other services specifically utilised by the Client on actual.",PDF:docum.pdf
Simplify this clause,These bills shall be paid by the Client within a week and in any event before demanding refund of the security deposit amount deposited by the Client with the Centre.,PDF:docum.pdf
Simplify this clause,"No tenancy, leave and license or any other protected rights whatsoever permitting the Client or its employees to come upon and use the said premises or any part thereof is created or intended or sought to be created by these presents and the parties hereto shall not plead any oral variation to the provisions thereof.",PDF:docum.pdf
Simplify this clause,The Client shall be allowed to display its name board outside the premises at the place allotted by the Centre.,PDF:docum.pdf
Simplify this clause,"from the date of receipt of the bill, the arrangement herein shall not be extended and thereupon on expiry of the two weeks, the Centre shall be entitled to prevent access to the Client and its employees in to the said premises and every part thereof and allow the Client one day's time to remove its belongings.",PDF:docum.pdf
Simplify this clause,"In the event of the Client refusing or neglecting to remove its belonging from the said premises, the Centre shall be entitled to open the premises or any part thereof allotted to the said Client using the original key in their possession and in the presence of witness remove the articles and things therein after making a list thereof.",PDF:docum.pdf
Simplify this clause,"Theft, loss, damage or destruction of any property of the Client or any person living in or visiting the said premises or in the said building from any cause whatsoever.",PDF:docum.pdf
Simplify this clause,For any personal or other injury caused to the person for the time being in the said premises on any account.,PDF:docum.pdf
Simplify this clause,As security for the due performance of the provisions hereof the Client shall deposit with Centre an interest free security deposit of a sum of Rs.-----/- (Rupees --- ).,PDF:docum.pdf
Simplify this clause,"The said interest free security deposit, after deducting there from the amount of arrear or other dues if any from the Client shall be refunded by Centre to the Client without interest on the arrangement herein coming to an end, howsoever and when so ever, and upon the Client removing itself and all its belongings and things from the said premises.",PDF:docum.pdf
Simplify this clause,"The Centre shall be at liberty to terminate this Agreement or any renewal thereof by giving the Client three months notice in writing stating therein its desire to do so and on the expiry of such notice, and on the client removing itself, it's employees and belongings from the said premises and otherwise performing it's obligation under this agreement the Centre shall refund to the Client the interest free security deposit amount as contained in clause 6.",PDF:docum.pdf
Simplify this clause,"Upon the termination of this Agreement or sooner determination and upon the failure of the Client to remove itself, its employees and its belongings from the said premises.",PDF:docum.pdf
Simplify this clause,The Client shall be liable and hereby agrees to pay to the Centre liquidated damages of Rs._____________ (Rupees __________only) and compensation and/or manse profits of Rs.__________ (Rupees____________) per day for the wrongful and unauthorised use of the said premises and the facilities provided therein.,PDF:docum.pdf
Simplify this clause,The Centre shall be entitled without prejudice to its other rights to forfeit the security deposit in the event of any breach on the part of the client.,PDF:docum.pdf
Simplify this clause,"It is further agreed and declared between the parties hereto that the permission hereby granted by the Centre to the Client to use a portion of the said premises is incidental to the availing of office facilities, amenities and services provided by the Business Centre to the Client and the Client shall not be entitled to avail other facilities separately as the arrangement is composite, impartibly and indivisible.",PDF:docum.pdf
Simplify this clause,The Equity shares of Equity International Ltd are listed at _______ Stock Exchange and the current market price of shares is agreed to be Rs.,PDF:docum.pdf
Simplify this clause,"Legal notice for refund of money can be filed for anyone from a dealer to an employee, tenant, friend, company, bank, etc.",PDF:docum.pdf
Simplify this clause,"7- That my client requested you several times through telephonic message and by sending personal messenger to your office for release of the said outstanding payment, but you have always been dilly delaying the same on one pretext or the other and so far have not paid even a single paisa out of the said outstanding undisputed amount.",PDF:docum.pdf
Simplify this clause,The goods so manufactured with the said trade mark applied to them will be supplied and delivered by the Licensee to the Licensor at the latter s business premises at _______ at his own costs of transport.,PDF:docum.pdf
Simplify this clause,The Licensor shall have the right to reject any goods supplied if they are not as per specifications or quality which are made known to the Licensee and in the event of such rejection the Licensee shall take back the rejected goods from the Licensor's premises at his own costs and until such removal they will be at the risk of the Licensee.,PDF:docum.pdf
Simplify this clause,The Licensor will also have the right to enter upon the premises of the Licensee where the goods are manufactured and to take inspection of the goods manufactured.,PDF:docum.pdf
Simplify this clause,The goods so manufactured with the said trade mark applied to them will be supplied and delivered by the Licensee to the Licensor at the latter s business premises at _______ at his own,PDF:legaldoc.pdf
Simplify this clause,"By doing this, it is possible to keep the records current and guarantee that",PDF:legaldoc.pdf
Simplify this clause,Consult: Top Property Lawyers in India Talk to a Lawyer Mutation Process in Different States of India A.,PDF:legaldoc.pdf
Simplify this clause,Property Registration: Key Differences The concept of mutation and property registration looks closely related but the key difference between them is- Mutation- It is a process used by the revenue division or local governments to guarantee that the current ownership status of a property is appropriately reflected in the official records.,PDF:legaldoc.pdf
Simplify this clause,"This section covers the donee's rights to make changes to the property, enjoy the land peacefully, and receive rents or other types of income from the bestowed property.",PDF:legaldoc.pdf
Simplify this clause,"The applicant may need to add certain documents like certificates relating to the value of the property depending on the different state, etc.",PDF:legaldoc.pdf
Simplify this clause,"By protecting their unique products or processes, companies can differentiate themselves from competitors, attract customers, and capture market share, ultimately leading to business growth.",PDF:legaldoc.pdf
Simplify this clause,IPR Facilitate Expanding into New Markets Intellectual property rights facilitate market expansion by providing legal protection in different jurisdictions.,PDF:legaldoc.pdf
Simplify this clause,"DECEPTION OF CONFUSION AS TO TRADE ORIGIN: Even though a person looking at the mark may not think that is the same as the one with a different brand in his mind, the similarity may make him believe that the two are connected in some way.",PDF:legaldoc.pdf
